REGION TYPE,REGION,YEAR,WEEK,ILITOTAL,TOTAL PATIENTS,NUM. OF PROVIDERS,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 25-64,AGE 25-49,AGE 50-64,AGE 65
HHS Regions,Region 6,2003,14,51,10344,80,0.859968132,0.493039443,12,26,9,,,4
HHS Regions,Region 7,2003,14,89,10471,61,0.93053425,0.849966574,22,22,40,,,5
HHS Regions,Region 8,2003,14,251,40557,61,1.131871608,0.618882067,63,107,68,,,13
HHS Regions,Region 9,2003,14,339,16871,49,2.512607476,2.009365183,114,122,82,,,21
HHS Regions,Region 10,2003,14,6,1429,13,0.538759231,0.419874038,0,5,1,,,0
HHS Regions,Region 1,2003,15,56,15829,67,0.394418451,0.353781035,12,21,20,,,3
HHS Regions,Region 2,2003,15,149,11394,36,1.340593339,1.30770581,40,80,26,,,3
HHS Regions,Region 3,2003,15,173,9665,36,2.070159521,1.789963787,26,46,74,,,27
HHS Regions,Region 4,2003,15,572,42728,162,1.033589103,1.338700618,112,226,155,,,79
HHS Regions,Region 5,2003,15,270,31910,163,0.633577245,0.84612974,101,107,57,,,5
HHS Regions,Region 6,2003,15,47,10007,81,1.112823851,0.46967123,20,19,8,,,0
HHS Regions,Region 7,2003,15,82,10052,61,0.811462572,0.815758058,16,33,28,,,5
HHS Regions,Region 8,2003,15,207,40577,62,1.064722003,0.510141213,60,80,59,,,8
HHS Regions,Region 9,2003,15,519,20882,55,2.057377485,2.485394119,181,183,122,,,33
HHS Regions,Region 10,2003,15,7,1339,12,0.514544466,0.522778193,1,4,2,,,0
HHS Regions,Region 1,2003,16,57,15400,62,0.331536686,0.37012987,13,23,20,,,1
HHS Regions,Region 2,2003,16,88,9729,35,0.908863248,0.904512283,34,33,18,,,3
HHS Regions,Region 3,2003,16,135,8897,35,1.353651588,1.517365404,28,25,61,,,21
HHS Regions,Region 4,2003,16,419,40242,154,0.749058878,1.041200736,95,177,103,,,44
HHS Regions,Region 5,2003,16,233,32937,155,0.489592356,0.707411118,79,94,51,,,9
HHS Regions,Region 6,2003,16,43,7467,51,1.042078364,0.575867149,11,23,9,,,0
HHS Regions,Region 7,2003,16,83,9760,60,0.867922066,0.850409836,16,24,40,,,3
HHS Regions,Region 8,2003,16,121,38287,60,0.673067563,0.316034163,58,32,26,,,5
HHS Regions,Region 9,2003,16,275,13740,45,1.225547267,2.001455604,99,106,52,,,18
HHS Regions,Region 10,2003,16,13,1118,12,1.837651267,1.162790698,7,2,2,,,2
HHS Regions,Region 1,2003,17,51,15356,64,0.249691466,0.332117739,19,19,12,,,1
HHS Regions,Region 2,2003,17,78,10103,36,0.622013037,0.772047907,34,32,10,,,2
HHS Regions,Region 3,2003,17,174,8502,34,1.744167038,2.046577276,26,43,78,,,27
HHS Regions,Region 4,2003,17,479,39057,150,0.904912953,1.226412679,114,168,141,,,56
HHS Regions,Region 5,2003,17,222,32931,158,0.467050505,0.674136832,73,79,61,,,9
HHS Regions,Region 6,2003,17,29,9849,79,0.834560345,0.294446137,8,19,2,,,0
HHS Regions,Region 7,2003,17,83,9616,56,0.913152959,0.863144759,23,28,26,,,6
HHS Regions,Region 8,2003,17,84,35610,55,0.586444581,0.235888795,26,34,22,,,2
HHS Regions,Region 9,2003,17,235,13857,39,1.547797836,1.695893772,102,83,40,,,10
HHS Regions,Region 10,2003,17,10,1230,11,0.94140571,0.81300813,4,3,2,,,1
HHS Regions,Region 1,2003,18,48,14852,60,0.363239186,0.323188796,3,14,17,,,14
HHS Regions,Region 2,2003,18,66,11211,35,0.424340288,0.588707519,28,29,7,,,2
HHS Regions,Region 3,2003,18,122,8644,34,1.249168915,1.411383619,17,22,64,,,19
HHS Regions,Region 4,2003,18,341,37014,142,0.754299344,0.921273032,54,184,70,,,33
HHS Regions,Region 5,2003,18,130,28361,146,0.356750236,0.458375939,34,55,38,,,3
HHS Regions,Region 6,2003,18,23,9251,76,0.625751953,0.248621771,4,13,5,,,1
HHS Regions,Region 7,2003,18,84,9622,55,0.912471564,0.872999376,26,30,27,,,1
HHS Regions,Region 8,2003,18,54,35665,53,0.702696201,0.151408944,21,23,10,,,0
HHS Regions,Region 9,2003,18,204,14694,44,0.950753189,1.388321764,87,73,33,,,11
HHS Regions,Region 10,2003,18,3,1092,10,0.508933808,0.274725275,1,1,1,,,0
HHS Regions,Region 1,2003,19,48,14230,57,0.343458197,0.337315531,6,16,7,,,19
HHS Regions,Region 2,2003,19,51,10044,31,0.53182578,0.50776583,22,20,7,,,2
HHS Regions,Region 3,2003,19,156,8670,34,1.573436876,1.799307958,25,40,75,,,16
HHS Regions,Region 4,2003,19,361,33023,138,0.802269172,1.093177482,51,238,50,,,22
HHS Regions,Region 5,2003,19,117,27824,144,0.358037808,0.420500288,27,52,33,,,5
HHS Regions,Region 6,2003,19,15,7933,72,0.478398751,0.189083575,4,7,4,,,0
HHS Regions,Region 7,2003,19,60,8165,47,0.627925225,0.734843846,7,23,28,,,2
HHS Regions,Region 8,2003,19,20,33043,44,0.117173378,0.060527192,0,10,8,,,2
HHS Regions,Region 9,2003,19,175,13178,36,0.797160677,1.327970861,71,65,33,,,6
HHS Regions,Region 10,2003,19,2,1081,10,0.326370439,0.185013876,2,0,0,,,0
HHS Regions,Region 1,2003,20,31,13286,53,0.199502435,0.233328316,5,13,9,,,4
HHS Regions,Region 2,2003,20,98,9225,31,1.849016874,1.062330623,42,50,5,,,1
HHS Regions,Region 3,2003,20,119,8091,33,1.303888771,1.470769991,7,35,55,,,22
HHS Regions,Region 4,2003,20,162,28668,131,0.420989749,0.565089996,41,45,53,,,23
HHS Regions,Region 5,2003,20,141,25554,136,0.459532627,0.551772717,47,53,36,,,5
HHS Regions,Region 6,2003,20,7,3540,33,0.398766406,0.197740113,1,3,3,,,0
HHS Regions,Region 7,2003,20,82,7814,43,0.878383617,1.049398515,20,21,38,,,3
HHS Regions,Region 8,2003,20,13,32038,42,0.081913843,0.040576815,2,3,6,,,2
HHS Regions,Region 9,2003,20,180,13238,36,0.90110755,1.359722012,81,60,29,,,10
HHS Regions,Region 10,2003,20,3,1060,9,0.276258046,0.283018868,2,0,1,,,0
HHS Regions,Region 1,2003,21,13,9382,38,0.120849673,0.138563206,3,3,6,,,1
HHS Regions,Region 2,2003,21,74,8533,22,1.546034848,0.867221376,33,39,2,,,0
HHS Regions,Region 3,2003,21,86,7921,26,0.988691563,1.0857215,15,12,44,,,15
HHS Regions,Region 4,2003,21,261,25982,111,0.795601062,1.004541606,93,109,42,,,17
HHS Regions,Region 5,2003,21,72,19494,101,0.296984531,0.369344414,29,21,16,,,6
HHS Regions,Region 6,2003,21,17,1339,9,1.143522049,1.269604182,2,5,9,,,1
HHS Regions,Region 7,2003,21,33,5810,35,0.453362132,0.567986231,7,11,15,,,0
HHS Regions,Region 8,2003,21,3,3554,22,0.023615197,0.08441193,0,0,3,,,0
HHS Regions,Region 9,2003,21,170,12526,32,0.616251619,1.357177072,82,56,27,,,5
HHS Regions,Region 10,2003,21,11,1187,10,0.582948792,0.926705981,0,6,5,,,0
HHS Regions,Region 1,2003,22,13,8663,38,0.110874766,0.150063488,0,4,8,,,1
HHS Regions,Region 2,2003,22,101,5984,20,2.611566707,1.687834225,44,42,12,,,3
HHS Regions,Region 3,2003,22,84,7283,24,0.956929696,1.153370864,8,20,45,,,11
HHS Regions,Region 4,2003,22,168,22326,104,0.476614149,0.752485891,59,44,51,,,14
HHS Regions,Region 5,2003,22,60,16189,102,0.319754939,0.370622027,20,22,14,,,4
HHS Regions,Region 6,2003,22,16,1301,12,1.152873939,1.229823213,5,6,3,,,2
HHS Regions,Region 7,2003,22,55,5119,35,0.878039918,1.074428599,11,18,25,,,1
HHS Regions,Region 8,2003,22,3,2587,17,0.035840019,0.115964438,0,0,2,,,1
HHS Regions,Region 9,2003,22,138,10567,32,0.599520159,1.305952494,65,47,19,,,7
HHS Regions,Region 10,2003,22,3,1044,9,0.642858055,0.287356322,1,2,0,,,0
HHS Regions,Region 1,2003,23,5,7604,30,0.046355786,0.065754866,1,2,1,,,1
HHS Regions,Region 2,2003,23,62,4069,18,1.356712785,1.523715901,21,36,2,,,3
HHS Regions,Region 3,2003,23,75,7690,20,0.895631703,0.975292588,18,19,26,,,12
HHS Regions,Region 4,2003,23,170,23414,98,0.394769003,0.726061331,52,57,50,,,11
HHS Regions,Region 5,2003,23,60,17819,91,0.320655532,0.336719232,23,20,14,,,3
HHS Regions,Region 6,2003,23,13,1469,12,0.824802235,0.884955752,1,5,6,,,1
HHS Regions,Region 7,2003,23,34,5148,33,0.681625385,0.66045066,13,7,14,,,0
HHS Regions,Region 8,2003,23,3,1411,8,0.120850111,0.212615167,1,1,1,,,0
HHS Regions,Region 9,2003,23,138,9655,28,1.407981252,1.429311238,71,45,19,,,3
HHS Regions,Region 10,2003,23,3,811,6,0.433504882,0.369913687,0,3,0,,,0
HHS Regions,Region 1,2003,24,7,7276,31,0.16172156,0.096206707,0,1,5,,,1
HHS Regions,Region 2,2003,24,67,4072,18,1.41651583,1.645383104,28,30,2,,,7
HHS Regions,Region 3,2003,24,109,7785,21,1.180247469,1.400128452,12,24,59,,,14
HHS Regions,Region 4,2003,24,229,24075,97,0.522052675,0.951194185,66,75,65,,,23
HHS Regions,Region 5,2003,24,55,17386,90,0.248533555,0.316346486,26,11,16,,,2
HHS Regions,Region 6,2003,24,11,1472,12,0.701011404,0.747282609,1,7,3,,,0
HHS Regions,Region 7,2003,24,29,4857,31,0.499815353,0.597076385,8,8,11,,,2
HHS Regions,Region 8,2003,24,0,1107,7,0,0,0,0,0,,,0
HHS Regions,Region 9,2003,24,112,9156,27,0.444387774,1.22324159,56,31,19,,,6
HHS Regions,Region 10,2003,24,1,837,7,0.221931899,0.119474313,1,0,0,,,0
HHS Regions,Region 1,2003,25,17,6951,29,0.279170423,0.244569127,5,7,5,,,0
HHS Regions,Region 2,2003,25,48,3582,16,1.097047708,1.340033501,22,22,1,,,3
HHS Regions,Region 3,2003,25,71,7097,21,0.894659326,1.000422714,9,16,38,,,8
HHS Regions,Region 4,2003,25,146,22136,94,0.39562411,0.659559089,41,39,48,,,18
HHS Regions,Region 5,2003,25,31,15917,87,0.130902473,0.194760319,16,7,7,,,1
HHS Regions,Region 6,2003,25,8,1327,11,0.570228452,0.602863602,1,3,4,,,0
HHS Regions,Region 7,2003,25,23,4688,29,0.462606403,0.490614334,5,3,14,,,1
HHS Regions,Region 8,2003,25,1,1089,7,0.01535112,0.091827365,1,0,0,,,0
HHS Regions,Region 9,2003,25,78,8956,23,0.802235341,0.87092452,39,26,10,,,3
HHS Regions,Region 10,2003,25,0,367,5,0,0,0,0,0,,,0
HHS Regions,Region 1,2003,26,10,7174,31,0.11738287,0.13939225,1,0,6,,,3
HHS Regions,Region 2,2003,26,33,3742,19,0.649364205,0.881881347,12,15,3,,,3
HHS Regions,Region 3,2003,26,84,7436,22,0.869729702,1.129639591,11,23,42,,,8
HHS Regions,Region 4,2003,26,112,20450,93,0.35938929,0.547677262,28,23,48,,,13
HHS Regions,Region 5,2003,26,46,16159,85,0.21819404,0.284671081,11,10,24,,,1
HHS Regions,Region 6,2003,26,18,1371,10,1.239870231,1.312910284,1,6,11,,,0
HHS Regions,Region 7,2003,26,22,4659,28,0.437133403,0.472204336,2,11,9,,,0
HHS Regions,Region 8,2003,26,0,1018,6,0,0,0,0,0,,,0
HHS Regions,Region 9,2003,26,115,9072,23,0.230792313,1.267636684,55,36,20,,,4
HHS Regions,Region 10,2003,26,1,512,5,0.138707437,0.1953125,1,0,0,,,0
HHS Regions,Region 1,2003,27,7,6537,32,0.149165169,0.10708276,0,2,4,,,1
HHS Regions,Region 2,2003,27,29,5460,19,0.562316824,0.531135531,13,12,2,,,2
HHS Regions,Region 3,2003,27,66,6637,20,0.817688774,0.994425192,15,21,24,,,6
HHS Regions,Region 4,2003,27,62,18378,92,0.248508334,0.337359887,21,16,18,,,7
HHS Regions,Region 5,2003,27,37,13963,79,0.239393422,0.264986035,11,9,15,,,2
HHS Regions,Region 6,2003,27,6,1263,10,0.429093355,0.475059382,0,4,2,,,0
HHS Regions,Region 7,2003,27,18,3477,27,0.481321216,0.517687662,4,5,9,,,0
HHS Regions,Region 8,2003,27,4,822,6,0.071748604,0.486618005,2,0,2,,,0
HHS Regions,Region 9,2003,27,89,7708,21,0.573909973,1.154644525,43,22,18,,,6
HHS Regions,Region 10,2003,27,0,454,4,0,0,0,0,0,,,0
HHS Regions,Region 1,2003,28,8,6579,31,0.15135802,0.121599027,1,1,4,,,2
HHS Regions,Region 2,2003,28,50,5742,17,1.029569313,0.870776733,21,18,5,,,6
HHS Regions,Region 3,2003,28,82,7290,20,0.979123254,1.124828532,14,23,32,,,13
HHS Regions,Region 4,2003,28,119,20819,89,0.308992521,0.571593256,28,40,38,,,13
HHS Regions,Region 5,2003,28,41,16021,77,0.22705586,0.255914113,17,13,10,,,1
HHS Regions,Region 6,2003,28,8,1196,10,0.637283094,0.668896321,1,5,2,,,0
HHS Regions,Region 7,2003,28,25,4528,28,0.527463425,0.552120141,3,7,13,,,2
HHS Regions,Region 8,2003,28,0,949,6,0,0,0,0,0,,,0
HHS Regions,Region 9,2003,28,107,9397,25,0.276862611,1.138661275,52,34,15,,,6
HHS Regions,Region 10,2003,28,1,451,5,0.12021117,0.22172949,0,0,1,,,0
HHS Regions,Region 1,2003,29,7,6551,30,0.14481507,0.106853915,1,3,2,,,1
HHS Regions,Region 2,2003,29,36,5027,16,0.643034964,0.716132882,10,15,4,,,7
HHS Regions,Region 3,2003,29,47,7042,20,0.564086888,0.667424027,8,8,22,,,9
HHS Regions,Region 4,2003,29,146,20164,88,0.408260292,0.724062686,30,34,54,,,28
HHS Regions,Region 5,2003,29,25,15988,78,0.202459181,0.156367275,12,6,5,,,2
HHS Regions,Region 6,2003,29,11,1185,10,0.885281005,0.928270042,2,6,3,,,0
HHS Regions,Region 7,2003,29,23,4246,27,0.538223686,0.541686293,6,5,9,,,3
HHS Regions,Region 8,2003,29,0,914,6,0,0,0,0,0,,,0
HHS Regions,Region 9,2003,29,69,8002,22,0.701089237,0.862284429,28,21,17,,,3
HHS Regions,Region 10,2003,29,1,474,4,0.142264038,0.210970464,1,0,0,,,0
HHS Regions,Region 1,2003,30,9,7119,31,0.16046182,0.12642225,0,3,4,,,2
HHS Regions,Region 2,2003,30,55,6252,21,0.793931156,0.87971849,17,31,3,,,4
HHS Regions,Region 3,2003,30,48,6757,19,0.633487905,0.710374427,4,9,26,,,9
HHS Regions,Region 4,2003,30,178,19685,86,0.435942028,0.904241808,45,46,60,,,27
HHS Regions,Region 5,2003,30,28,15831,78,0.290327059,0.17686817,10,8,10,,,0
HHS Regions,Region 6,2003,30,9,1182,9,0.690106024,0.76142132,0,7,2,,,0
HHS Regions,Region 7,2003,30,16,4178,27,0.379318929,0.382958353,1,7,7,,,1
HHS Regions,Region 8,2003,30,1,955,6,0.016850051,0.104712042,0,1,0,,,0
HHS Regions,Region 9,2003,30,74,9012,23,0.240572576,0.821127386,35,25,9,,,5
HHS Regions,Region 10,2003,30,2,132,2,1.204107713,1.515151515,0,2,0,,,0
HHS Regions,Region 1,2003,31,9,7239,32,0.171811069,0.124326564,1,3,3,,,2
HHS Regions,Region 2,2003,31,39,6077,20,0.557352108,0.641764028,14,21,0,,,4
HHS Regions,Region 3,2003,31,53,6784,18,0.699507233,0.78125,10,10,26,,,7
HHS Regions,Region 4,2003,31,107,20287,76,0.245578447,0.52743136,19,22,47,,,19
HHS Regions,Region 5,2003,31,47,15855,78,0.326377653,0.296436455,12,27,6,,,2
HHS Regions,Region 6,2003,31,3,1176,8,0.231272091,0.255102041,0,1,2,,,0
HHS Regions,Region 7,2003,31,22,4495,27,0.510644856,0.489432703,6,6,10,,,0
HHS Regions,Region 8,2003,31,3,1011,5,0.048903568,0.296735905,1,2,0,,,0
HHS Regions,Region 9,2003,31,77,8363,24,0.312733944,0.920722229,36,28,8,,,5
HHS Regions,Region 10,2003,31,1,179,2,0.180450147,0.558659218,1,0,0,,,0
HHS Regions,Region 1,2003,32,15,7045,36,0.185561606,0.212916962,1,4,9,,,1
HHS Regions,Region 2,2003,32,39,6138,21,0.53824669,0.635386119,18,18,2,,,1
HHS Regions,Region 3,2003,32,66,6077,16,0.842351037,1.086062202,16,11,30,,,9
HHS Regions,Region 4,2003,32,154,20343,79,0.3750865,0.757017156,35,35,59,,,25
HHS Regions,Region 5,2003,32,50,15614,78,0.463089129,0.320225439,8,21,17,,,4
HHS Regions,Region 6,2003,32,13,1217,8,0.966665368,1.068200493,5,7,1,,,0
HHS Regions,Region 7,2003,32,20,4096,26,0.502695718,0.48828125,6,4,10,,,0
HHS Regions,Region 8,2003,32,0,990,5,0,0,0,0,0,,,0
HHS Regions,Region 9,2003,32,86,7927,22,0.592003638,1.08489971,47,25,8,,,6
HHS Regions,Region 10,2003,32,0,397,4,0,0,0,0,0,,,0
HHS Regions,Region 1,2003,33,9,7407,32,0.146247642,0.121506683,0,2,7,,,0
HHS Regions,Region 2,2003,33,41,6200,20,0.59759736,0.661290323,20,17,1,,,3
HHS Regions,Region 3,2003,33,63,6395,16,0.788952122,0.985144644,10,16,30,,,7
HHS Regions,Region 4,2003,33,142,18703,77,0.313545885,0.759236486,27,42,54,,,19
HHS Regions,Region 5,2003,33,39,14672,73,0.199810633,0.265812432,15,12,9,,,3
HHS Regions,Region 6,2003,33,14,1113,8,1.143841451,1.257861635,7,5,2,,,0
HHS Regions,Region 7,2003,33,17,4938,27,0.316774436,0.344268935,2,3,11,,,1
HHS Regions,Region 8,2003,33,1,1114,5,0.014505696,0.089766607,0,1,0,,,0
HHS Regions,Region 9,2003,33,95,8159,22,0.716113416,1.164358377,39,33,19,,,4
HHS Regions,Region 10,2003,33,0,302,3,0,0,0,0,0,,,0
HHS Regions,Region 1,2003,34,9,7658,32,0.10135529,0.117524158,1,1,4,,,3
HHS Regions,Region 2,2003,34,65,6207,18,0.999137836,1.047204769,29,30,3,,,3
HHS Regions,Region 3,2003,34,52,6471,17,0.684437032,0.803585226,13,14,22,,,3
HHS Regions,Region 4,2003,34,147,21033,78,0.320029862,0.698901726,44,38,52,,,13
HHS Regions,Region 5,2003,34,42,15449,70,0.212266983,0.271862256,17,13,11,,,1
HHS Regions,Region 6,2003,34,11,945,6,1.164021164,1.164021164,3,2,6,,,0
HHS Regions,Region 7,2003,34,20,5232,27,0.34298085,0.382262997,3,9,6,,,2
HHS Regions,Region 8,2003,34,0,1034,5,0,0,0,0,0,,,0
HHS Regions,Region 9,2003,34,104,5875,20,0.866732277,1.770212766,49,37,16,,,2
HHS Regions,Region 10,2003,34,0,274,4,0,0,0,0,0,,,0
HHS Regions,Region 1,2003,35,20,7756,33,0.558680156,0.257864879,5,8,7,,,0
HHS Regions,Region 2,2003,35,54,6680,17,0.777429021,0.808383234,22,27,2,,,3
HHS Regions,Region 3,2003,35,59,6620,17,0.678733529,0.891238671,11,13,28,,,7
HHS Regions,Region 4,2003,35,143,18942,76,0.365021209,0.754936121,52,42,37,,,12
HHS Regions,Region 5,2003,35,49,15581,71,0.259343036,0.314485591,13,20,14,,,2
HHS Regions,Region 6,2003,35,13,1525,6,0.852459016,0.852459016,4,6,3,,,0
HHS Regions,Region 7,2003,35,22,4977,27,0.385836315,0.442033353,6,6,10,,,0
HHS Regions,Region 8,2003,35,2,1131,6,0.026619495,0.17683466,0,0,1,,,1
HHS Regions,Region 9,2003,35,101,6382,19,0.589032352,1.582575995,53,33,10,,,5
HHS Regions,Region 10,2003,35,0,406,4,0,0,0,0,0,,,0
HHS Regions,Region 1,2003,36,11,7082,31,0.422583507,0.155323355,1,4,5,,,1
HHS Regions,Region 2,2003,36,49,6666,20,0.766466203,0.735073507,16,27,3,,,3
HHS Regions,Region 3,2003,36,70,6096,15,0.858698929,1.148293963,14,22,25,,,9
HHS Regions,Region 4,2003,36,178,18484,74,0.435204552,0.962995023,46,57,57,,,18
HHS Regions,Region 5,2003,36,42,14611,71,0.233276795,0.287454657,24,9,8,,,1
HHS Regions,Region 6,2003,36,16,1645,6,1.150125732,0.972644377,4,10,2,,,0
HHS Regions,Region 7,2003,36,20,4385,26,0.378981821,0.456100342,1,8,10,,,1
HHS Regions,Region 8,2003,36,1,949,6,0.016301189,0.105374078,0,1,0,,,0
HHS Regions,Region 9,2003,36,132,5198,17,1.787113393,2.539438245,71,44,14,,,3
HHS Regions,Region 10,2003,36,0,358,5,0,0,0,0,0,,,0
HHS Regions,Region 1,2003,37,5,7227,29,0.067716015,0.069185001,0,2,2,,,1
HHS Regions,Region 2,2003,37,62,7151,20,0.913998517,0.867011607,20,40,2,,,0
HHS Regions,Region 3,2003,37,78,7085,17,0.900574499,1.100917431,15,27,30,,,6
HHS Regions,Region 4,2003,37,111,20330,71,0.260844616,0.545991146,30,30,39,,,12
HHS Regions,Region 5,2003,37,43,18136,72,0.153540824,0.237097486,14,18,10,,,1
HHS Regions,Region 6,2003,37,18,1881,5,0.956937799,0.956937799,3,13,2,,,0
HHS Regions,Region 7,2003,37,46,5762,26,0.682089089,0.798333912,9,15,20,,,2
HHS Regions,Region 8,2003,37,2,970,5,0.034935184,0.206185567,1,1,0,,,0
HHS Regions,Region 9,2003,37,109,5520,18,1.13430213,1.974637681,52,38,17,,,2
HHS Regions,Region 10,2003,37,1,266,4,0.257200962,0.37593985,1,0,0,,,0
HHS Regions,Region 1,2003,38,5,7156,29,0.069439355,0.069871437,2,2,1,,,0
HHS Regions,Region 2,2003,38,65,7485,20,0.93091128,0.868403474,18,41,5,,,1
HHS Regions,Region 3,2003,38,93,6448,15,1.177205051,1.442307692,20,28,33,,,12
HHS Regions,Region 4,2003,38,59,19216,70,0.227483362,0.307035803,13,23,17,,,6
HHS Regions,Region 5,2003,38,49,17420,70,0.209454284,0.281285878,15,12,18,,,4
HHS Regions,Region 6,2003,38,16,1900,5,0.842105263,0.842105263,2,10,4,,,0
HHS Regions,Region 7,2003,38,55,5935,27,0.785612475,0.926705981,12,22,20,,,1
HHS Regions,Region 8,2003,38,1,1155,6,0.01238729,0.086580087,0,0,1,,,0
HHS Regions,Region 9,2003,38,115,5488,18,1.302425216,2.09548105,51,45,17,,,2
HHS Regions,Region 10,2003,38,3,198,4,0.797322981,1.515151515,3,0,0,,,0
HHS Regions,Region 1,2003,39,32,7756,32,0.59385184,0.412583806,3,14,13,,,2
HHS Regions,Region 2,2003,39,92,8915,24,0.974528914,1.031968592,21,56,7,,,8
HHS Regions,Region 3,2003,39,76,4749,15,0.856703242,1.600336913,17,17,36,,,6
HHS Regions,Region 4,2003,39,92,18579,70,0.329456238,0.495182733,18,32,30,,,12
HHS Regions,Region 5,2003,39,62,17400,72,0.287248391,0.356321839,16,26,19,,,1
HHS Regions,Region 6,2003,39,25,1854,5,1.348435814,1.348435814,1,19,5,,,0
HHS Regions,Region 7,2003,39,40,5166,23,0.675273742,0.774293457,6,10,21,,,3
HHS Regions,Region 8,2003,39,1,1029,5,0.016516387,0.09718173,0,1,0,,,0
HHS Regions,Region 9,2003,39,110,5616,19,1.42197785,1.958689459,51,45,12,,,2
HHS Regions,Region 10,2003,39,3,209,3,0.989364601,1.435406699,2,1,0,,,0
HHS Regions,Region 1,2003,40,86,18256,87,0.572030612,0.471078002,14,40,27,,,5
HHS Regions,Region 2,2003,40,118,22411,69,1.034183844,0.526527152,47,59,8,,,4
HHS Regions,Region 3,2003,40,163,10635,40,1.566160825,1.532675129,28,36,79,,,20
HHS Regions,Region 4,2003,40,744,60191,209,0.824503732,1.236065192,228,265,211,,,40
HHS Regions,Region 5,2003,40,458,37975,163,0.805570589,1.206056616,139,169,108,,,42
HHS Regions,Region 6,2003,40,76,7292,41,1.344514672,1.042238069,13,51,11,,,1
HHS Regions,Region 7,2003,40,94,9507,52,0.924914354,0.988745135,20,46,27,,,1
HHS Regions,Region 8,2003,40,123,36776,59,0.529924466,0.334457255,50,37,32,,,4
HHS Regions,Region 9,2003,40,556,47927,83,0.508991861,1.160097649,257,173,97,,,29
HHS Regions,Region 10,2003,40,24,3174,27,0.757248218,0.756143667,12,5,7,,,0
HHS Regions,Region 1,2003,41,84,20646,88,0.449279316,0.406858471,6,35,35,,,8
HHS Regions,Region 2,2003,41,175,23976,77,1.354494545,0.729896563,50,79,26,,,20
HHS Regions,Region 3,2003,41,176,12966,45,1.116352956,1.357396267,19,64,61,,,32
HHS Regions,Region 4,2003,41,988,70476,233,0.908075613,1.401895681,291,381,262,,,54
HHS Regions,Region 5,2003,41,494,42722,178,0.951779184,1.156312907,169,200,95,,,30
HHS Regions,Region 6,2003,41,128,11351,75,1.766656926,1.127653951,42,61,23,,,2
HHS Regions,Region 7,2003,41,154,10801,56,1.485043917,1.425793908,36,68,46,,,4
HHS Regions,Region 8,2003,41,255,39870,65,0.814402723,0.639578631,109,90,49,,,7
HHS Regions,Region 9,2003,41,454,44613,81,0.649097069,1.017640598,181,146,93,,,34
HHS Regions,Region 10,2003,41,24,3624,33,0.529791561,0.662251656,10,8,6,,,0
HHS Regions,Region 1,2003,42,116,20778,92,0.613789077,0.558282799,19,60,32,,,5
HHS Regions,Region 2,2003,42,169,24671,78,1.14211295,0.685014795,50,76,35,,,8
HHS Regions,Region 3,2003,42,163,13630,47,1.115274049,1.195891416,24,53,57,,,29
HHS Regions,Region 4,2003,42,1038,72293,249,0.985916762,1.435823662,303,364,309,,,62
HHS Regions,Region 5,2003,42,497,43863,193,1.038558363,1.133073433,154,182,110,,,51
HHS Regions,Region 6,2003,42,162,11417,68,2.123717253,1.418936673,40,90,29,,,3
HHS Regions,Region 7,2003,42,114,11656,57,0.915427511,0.978037062,33,48,27,,,6
HHS Regions,Region 8,2003,42,306,42127,70,1.136589244,0.726375009,81,107,107,,,11
HHS Regions,Region 9,2003,42,430,43356,88,1.943146066,0.99178891,162,151,97,,,20
